stop_code	stop_id	stop_name
53692	490000155W	New Cross, New Cross Station (Stop W)
72016	490000156M	New Cross Gate, New Cross Gate Station (Stop M)
52355	490000156N	New Cross Gate, New Cross  Jerningham Road (Stop N)
52566	490000156O	New Cross Gate, New Cross Gate Station (Stop O)
54526	490000156R	New Cross Gate, New Cross Gate Station (Stop R)
73772	490000157B	North Acton, North Acton (Stop B)
59249	490000157N	North Acton, Bethune Road (Stop W)
76305	490000142J	Manor House, Portland Rise Estate (Stop J)
47997	490000129E	King's Cross, King's Cross St. Pancras (Stop E)
76007	490000129R	King's Cross, King's Cross St. Pancras (Stop R)
50034	490000130K1	Knightsbridge, Knightsbridge (Stop KJ)
71046	490000130K2	Knightsbridge, Sloane Street  Knightsbridge Station (Stop KK)
57002	490000130KC	Knightsbridge, Knightsbridge Station  Harrods (Stop KC)
73576	490000130KD	Knightsbridge, Knightsbridge (Stop KD)
71714	490000130KE	Knightsbridge, Knightsbridge Station  Harrods (Stop KE)
56265	490000131A	Ladbroke Grove, Ladbroke Grove (Stop A)
55545	490000131B	Ladbroke Grove, Ladbroke Grove (Stop B)
57011	490000132A	Lambeth North, Lambeth North (Stop A)
76913	490000132B	Lambeth North, Lambeth North (Stop B)
59491	490000188A	Ravenscourt Park, Ravenscourt Park Station (Stop A)
58364	490000188B	Ravenscourt Park, Ravenscourt Park Station (Stop B)
74037	490000189A	Rayners Lane, Rayners Lane Station (Stop A)
76950	490000244B	Upney, Upney (Stop B)
51173	490000245A	Upton Park, Upton Park (Stop A)
55617	490000245B	Upton Park, Upton Park (Stop B)
52846	490000191B	Regent's Park, Regent's Park (Stop B)
76186	490000192D	Richmond, Richmond Station (Stop D)
52896	490000201D	Seven Sisters, Seven Sisters Station (Stop F)
58725	490000201J	Seven Sisters, Seven Sisters Station (Stop D)
75897	490000202A	Shadwell, Shadwell DLR (Stand A)
49656	490000247F	Vauxhall, Vauxhall Bus Station (Stop F)
59410	490000247G1	Vauxhall, Vauxhall Bus Station (Stop G)
53686	490000247H	Vauxhall, Vauxhall Bus Station (Stop H)
59300	490000223F	Stockwell, Clapham Road  Stockwell Station (Stop F)
71633	490000223G	Stockwell, Stockwell (Stop G)
55070	490000223M	Stockwell, Clapham Road  Stockwell Station (Stop M)
48123	490000223R	Stockwell, Stockwell Gardens (Stop R)
53624	490000246H	Uxbridge, Uxbridge (Stand H)
55369	490000246K	Uxbridge, Uxbridge (Stop K)
75623	490000246L	Uxbridge, Uxbridge (Stop L)
50390	490000246M	Uxbridge, Uxbridge (Stop M)
58967	490000246N	Uxbridge, Uxbridge (Stop N)
55363	490000196W	Royal Oak, Royal Oak (Stop RD)
75224	490000197A	Ruislip, Ruislip (Stop A)
56027	490000202D	Shadwell, Shadwell DLR (Stop D)
55251	490000203A	Shepherd's Bush, Shepherd's Bush (Central Line) (Stop A)
53259	490000184Z	Putney Bridge, Putney Bridge (Stop FC)
56105	490000247J	Vauxhall, Vauxhall Bus Station (Stop J)
76954	490000217D	South Woodford, South Woodford (Stop D)
77139	490000217E	South Woodford, South Woodford (Stop E)
73550	490000218N	Stamford Brook, Stamford Brook (Stop N)
49922	490000218P	Stamford Brook, Stamford Brook (Stop P)
53317	490000219A	Stanmore, Stanmore (Stop A)
73821	490000219B	Stanmore, Stanmore (Stop B)
75585	490000219N	Stanmore, Stanmore (Stop)
73271	490000220E1	Stepney Green, Stepney Green Station (Stop B)
76833	490000220N	Stepney Green, Stepney Green Station (Stop J)
58894	490000225T	St Pauls, St. Paul's (Stop SQ)
76584	490000225U	St Pauls, St. Paul's (Stop SP)
52729	490000225W	St Pauls, St. Paul's (Stop SW)
58600	490000173JC	Oxford Circus, John Princes St Oxford Circus (Stop JC)
55300	490000173N	Oxford Circus, Margaret Street Oxford Circus (Stop RE)
55329	490000173OQ	Mayfair, Oxford Circus Station Harewood Place (Stop OQ)
59044	490000220S	Stepney Green, Stepney Green Station (Stop K)
92038	490000192S	Richmond, Richmond Station (Stop E)
50941	490000195V	Rotherhithe, Rotherhithe Station (Stop V)
56344	490000195W	Rotherhithe, Rotherhithe Station (Stop W)
75345	490000216C	South Wimbledon, South Wimbledon (Stop SF)
59337	490000254H	Waterloo, Waterloo Station  Tenison Way (Stop H)
77305	490000254J	Waterloo, Waterloo Station  Tenison Way (Stop J)
72073	490000254K	Waterloo, Waterloo Station  Tenison Way (Stop K)
54904	490000210F	Southgate, Southgate (Stop F)
77084	490000210G	Southgate, Southgate (Stop G)
48028	490000210H	Southgate, Southgate (Stop H)
54853	490000216D	South Wimbledon, South Wimbledon (Stop SZ)
55462	490000210C	Southgate, Southgate (Stop C)
58554	490000210D	Southgate, Southgate (Stop D)
51963	490000235P	Tottenham Court Road, Tottenham Court Road Station  New Oxford Street (Stop Y)
77103	490000235V	Tottenham Court Road, Tottenham Court Road (Stop V)
71136	490000235W1	Tottenham Court Road, Tottenham Court Road (Stop S)
47551	490000235X	Tottenham Court Road, Tottenham Court Road (Stop X)
75793	490000254E	Waterloo, Waterloo Station  Waterloo Rd (Stop E)
49952	490000254EB	Waterloo, Waterloo StationMepham Street (Stop)
76187	490000254F	Waterloo, Waterloo Station  Waterloo Rd (Stop F)
58528	490000206H	Sloane Square, Sloane Square (Stop H)
55013	490000206K	Sloane Square, Sloane Square (Stop K)
77040	490000206M	Chelsea, Sloane Square Station  Lower Sloane Street (Stop M)
73569	490000173JB	Oxford Circus, John Princes St Oxford Circus (Stop JB)
49613	490000211A	South Harrow, South Harrow Bus Station (Stop A)
56609	490000234G	Tooting Broadway, Tooting Broadway (Stop G)
57397	490000234H	Tooting Broadway, Tooting Broadway (Stop H)
56103	490000234M	Tooting Broadway, Tooting Broadway (Stop M)
76392	490000241M	Turnpike Lane, Turnpike Lane (Stop M)
53847	490000241MA	West Green, Coleraine Road (Stop MA)
52154	490000241N	Turnpike Lane, Wood Green High Road (Stop N)
58804	490000241O	West Green, Coleraine Road (Stop O)
52056	490000211B	South Harrow, South Harrow Bus Station (Stop B)
55563	490000235YB	Tottenham Court Road, Oxford Street  Soho Street (Stop YB)
48595	490000179D	Piccadilly Circus, Piccadilly Circus (Stop D)
73476	490000179F	Piccadilly Circus, Piccadilly Circus (Stop F)
91533	490000179G	Piccadilly Circus, Piccadilly Circus (Stop G)
47194	490000179S	Piccadilly Circus, Piccadilly Circus (Stop S)
57815	490000180A	Pimlico, Pimlico (Stop A)
76066	490000180D	Pimlico, Pimlico (Stop D)
56313	490000180H	Pimlico, Pimlico (Stop H)
77622	490000180J	Pimlico, Pimlico (Stop J)
76408	490000181B	Pinner, Pinner (Stop B)
56893	490000182A	Plaistow, Plaistow (Stop A)
77263	490000182B	Plaistow, Plaistow (Stop B)
72063	490000183A	Preston Road, Preston Road Station (Stop PA)
73810	490000183B	Preston Road, Preston Road Station (Stop PB)
57527	490000251W	Wapping, Wapping Station (Stop R)
53379	490000252KA	Warren Street, Warren Street (Stop KA)
71593	490000220W2	Stepney Green, Stepney Green Station (Stop G)
53222	490000222B	St Johns Wood, St John's Wood (Stop B)
74197	490000196B	Royal Oak, Royal Oak (Stop RH)
58675	490000196C	Royal Oak, Royal Oak (Stop RC)
74635	490000212S	South Kensington, South Kensington (Stop S)
56760	490000212S1	South Kensington, South Kensington (Stop T)
47393	490000213A	South Kenton, South Kenton Station (Stop W)
48397	490000234N	Tooting Graveney, Garratt Lane Tooting Broadway (Stop N)
48531	490000246O	Uxbridge, Uxbridge (Stop O)
74388	490000247A	Vauxhall, Vauxhall Bus Station (Stop A)
47460	490000241P	Turnpike Lane, Turnpike Lane (Stop P)
47403	490000199C	Ruislip Manor, Ruislip Manor (Stop C)
75483	490000199D	Ruislip Manor, Ruislip Manor (Stop D)
91576	490000200D	Russell Square, Russell Square (Stop D)
54049	490000200E	Russell Square, Russell Square (Stop E)
91209	490000200H	Russell Square, Russell Square (Stop H)
59177	490000200J	Russell Square, Russell Square (Stop J)
57287	490000256E	Wembley Central, Wembley Central Station (Stop CT)
73700	490000256F	Wembley Central, Wembley Central Station (Stop CN)
53519	490000256G	Wembley Central, Wembley Central Station (Stop CM)
74796	490000176M	Park Royal, Park Royal (Stop M)
56964	490000178A	Perivale, Perivale (Stop PF)
51674	490000178B	Perivale, Perivale (Stop G)
72481	490000179B	Piccadilly Circus, Piccadilly Circus (Stop B)
57016	490000179C	Piccadilly Circus, Piccadilly Circus (Stop C)
55382	490000254C	Waterloo, Waterloo StationUpper Taxi Rd (->W)
53369	490000235Z	Tottenham Court Road, New Oxford Street (Stop Z)
74273	490000237A	Whetstone, Totteridge & Whetstone (Stop A)
72541	490000237B	Whetstone, Totteridge & Whetstone (Stop B)
72637	490000247B	Vauxhall, Vauxhall Bus Station (Stop B)
57759	490000247C	Vauxhall, Vauxhall Bus Station (Stop C)
47291	490000247D	Vauxhall, Vauxhall Bus Station (Stop D)
49660	490000247E	Vauxhall, Vauxhall Bus Station (Stop E)
56557	490000190B	Redbridge, Redbridge (Stop RB)
72605	490000191A	Regent's Park, Regent's Park (Stop A)
74592	490000185AA	Queensbury, Queensbury (Stop AA)
58791	490000185BB	Queensbury, Queensbury (Stop BB)
75672	490000186A	Queen's Park, Queen's Park Station (London) (Stop B)
76861	490000187A	Queensway, Queensway (Stop A)
56516	490000187B	Queensway, Queensway (Stop B)
47323	490000187C	Queensway, Queensway (Stop C)
52972	490000173RG	Oxford Circus, Oxford Circus (Stop RG)
91203	490000173W	Oxford Circus, Oxford Street  John Lewis (Stop OV)
56334	490000173Z	Oxford Circus, Oxford Circus (Stop OH)
49359	490000176L	Park Royal, Park Royal (Stop L)
57770	490000249B	Walthamstow, Walthamstow Bus Station (Stop B)
55213	490000239A	Tufnell Park, Tufnell Park (Stop TZ)
54121	490000239B	Tufnell Park, Tufnell Park (Stop TW)
47163	490000239G	Tufnell Park, Tufnell Park (Stop TF)
48436	490000239H	Kentish Town, Tufnell Park Stn Brecknock Rd (Stop TC)
56520	490000240JJ	Turnham Green, Turnham Green (Stop JJ)
56768	490000240KK	Turnham Green, Turnham Green (Stop KK)
52454	490000240LL	Turnham Green, Turnham Green (Stop LL)
52590	490000240MM	Turnham Green, Turnham Green (Stop MM)
71621	490000241L	Wood Green, Brampton Park Road (Stop L)
57096	490000248H	Victoria, Victoria (Stop H)
48828	490000248J	Victoria, Victoria (Stop J)
91507	490000248N2	Victoria, Victoria Stn  Grosvenor Gdns (Stop S)
53645	490000172N	Kennington, Camberwell New Road (Stop N)
57370	490000201C	Seven Sisters, Seven Sisters Station (Stop E)
71202	490000223A	Stockwell, South Lambeth Road  Stockwell Station (Stop A)
47401	490000223B	Stockwell, South Lambeth Road  Stockwell Station (Stop B)
54221	490000254QA	Waterloo, Waterloo Station  Waterloo Rd (Stop C)
54166	490000199B	Ruislip Manor, Ruislip Manor (Stop B)
48581	490000228D	Sudbury Town, Sudbury Town (Stop D)
51778	490000228E	Sudbury Town, Sudbury Town (Stop E)
52763	490000229L	Surrey Quays, Surrey Quays Station (Stop L)
51433	490000229O	Surrey Quays, Surrey Quays Station (Stop S)
73051	490000229S	Surrey Quays, Lower Road  Surrey Quays Stn (Stop M)
50434	490000230D	Swiss Cottage, Swiss Cottage (Stop D)
72640	490000230E	Swiss Cottage, Swiss Cottage (Stop E)
51091	490000230N	Swiss Cottage, Swiss Cottage (Stop N)
75283	490000231E	Temple, Temple (Stop N)
48756	490000231W	Temple, Temple (Stop O)
55900	490000233A	Tooting Bec, Tooting Bec Station (Stop A)
59314	490000233C	Tooting Bec, Tooting Bec Station (Stop C)
73228	490000233E	Tooting Bec, Tooting Bec Station (Stop E)
48257	490000233F	Tooting Bec, St Anselm's Church (Stop F)
47677	490000254T	Waterloo, Waterloo (Stop T)
71995	490000173RC	Oxford Circus, Oxford Circus (Stop RC)
53402	490000173RD	Oxford Circus, Margaret Street Oxford Circus (Stop RD)
58071	490000173RF	Oxford Circus, Oxford Circus Stn Margaret St (Stop RF)
53882	490000172Q	Oval, Oval (Stop Q)
71091	490000172R	Oval, Oval (Stop R)
72245	490000173AP	Oxford Circus, Oxford Circus (Stop AP)
53132	490000206N	Sloane Square, Sloane Square (Stop B)
58852	490000252S	Warren Street, Drummond Street (Stop S)
50171	490000252V	Warren Street, Warren Street (Stop V)
57601	490000241Q	Turnpike Lane, Wood Green High Road (Stop Q)
48967	490000242A	Upminster, Upminster Station (Stop A)
54042	490000242U	Upminster, Upminster Station (Stop U)
52201	490000243A	Upminster Bridge, Upminster Bridge (Stop A)
59394	490000243B	Upminster Bridge, Upminster Bridge (Stop B)
58489	490000244A	Upney, Upney (Stop V)
76402	490000249E	Walthamstow, Walthamstow Bus Station (Stop E)
76988	490000249M	Walthamstow, Walthamstow Central Station (Stop AP)
53064	490000209B	Southfields, Southfields Station (Stop U)
53022	490000209C	Southfields, Southfields Station (Stop B)
76644	490000213B	South Kenton, South Kenton Station (Stop U)
71476	490000214A	South Ruislip, South Ruislip (Stop A)
57396	490000214B	South Ruislip, South Ruislip (Stop B)
48358	490000203B	Shepherd's Bush, Shepherd's Bush (Central Line) (Stop B)
58032	490000203C	Shepherd's Bush, Shepherd's Bush (Central Line) (Stop C)
52602	490000203D	Shepherd's Bush, Shepherd's Bush (Central Line) (Stop D)
59610	490000206D	Sloane Square, Sloane Square (Stop D)
71753	490000206E	Chelsea, Cadogan Gardens Sloane Square (Stop E)
71317	490000234W1	Tooting Broadway, Tooting Broadway (Stop R)
59142	490000235C	Tottenham Court Road, Tottenham Court Road (Stop C)
47657	490000235N	Tottenham Court Road, Tottenham Court Road (Stop T)
56420	490000189B	Rayners Lane, Rayners Lane Station (Stop B)
47203	490000189C	Rayners Lane, Rayners Lane Station (Stop C)
74311	490000227A	Sudbury Hill, Horsenden Avenue (Stop D)
73489	490000228A	Sudbury Town, Sudbury Town (Stop A)
77806	490000228B	Sudbury Town, Sudbury Town (Stop B)
59009	490000184Y	Putney Bridge, Putney Bridge (Stop FB)
58443	490000250A	Wanstead, Wanstead Station (Stop A)
49808	490000250D	Wanstead, Wanstead High St Wanstead Stn (Stop D)
52379	490000251E	Wapping, Wapping Station (Stop E)
75526	490000211D	South Harrow, South Harrow (Stop D)
76092	490000211F	South Harrow, South Harrow (Stop F)
50255	490000211G	South Harrow, South Harrow (Stop G)
55086	490000212A	South Kensington, Pelham Street (Stop A)
75622	490000212E	South Kensington, South Kensington (Stop E)
47382	490000212E1	South Kensington, South Kensington (Stop D)
98505	490000248S	Victoria, Victoria (Stop U)
91568	490000248S1	Victoria, Victoria (Stop Z5)
47028	490000254W	Waterloo, Waterloo Station  York Road (Stop W)
49472	490000256	Wembley Central, Wembley Central Station (Stop CP)
49131	490000248G	Victoria, Victoria (Stop G)
53811	490000252X	Warren Street, Warren Street (Stop X)
49084	490000253H	Warwick Avenue, Warwick Avenue (Stop H)
76667	490000253K	Warwick Avenue, Warwick Avenue (Stop K)
73340	490000254A	Waterloo, Waterloo StationUpper Taxi Rd (Stop A)
75552	490000254B	Waterloo, Waterloo StationUpper Taxi Rd (Stop B)
76884	490000254D	Waterloo, Waterloo Station  Waterloo Rd (Stop D)
76542	490000207A	Snaresbrook, Snaresbrook (Stop SJ)
49044	490000207B	Snaresbrook, Snaresbrook (Stop SC)
56374	490000208A	South Ealing, South Ealing (Stop J)
53340	490000208B	South Ealing, South Ealing (Stop D)
52776	490000209A	Southfields, Southfields Station (Stop C)
47409	490000224A	Stonebridge, Stonebridge Park Station (Stop A)
49709	490000224B	Stonebridge, Stonebridge Park Station (Stop B)
73997	490000224L	Stonebridge, Stonebridge Park Station (Stop F)
50503	490000225S	City of London, King Edward Street (Stop ST)
74220	490000234E	Tooting Broadway, Mitcham Road Tooting Broadway (Stop E)
77798	490000197B	Ruislip, Ruislip (Stop B)
77857	490000197Z1	Ruislip, Ruislip (Stop Z1)
55258	490000198A	Ruislip Gardens, Ruislip Gardens (Stop A)
47632	490000198B	Ruislip Gardens, Ruislip Gardens (Stop B)
57528	490000199A	Ruislip Manor, Ruislip Manor (Stop A)
75763	490000209E	West Hill, Augustus Road (->E)
55879	490000209W	West Hill, Augustus Road (->W)
57020	490000210B	Southgate, Southgate (Stop B)
50136	490000233G	Tooting Bec, Tooting Bec Station (Stop G)
76188	490000234C	Tooting Broadway, Mitcham Road Tooting Broadway (Stop C)
71576	490000246E	Uxbridge, Belmont Road (Stop E)
55038	490001020N	Belmont, Belmont Stn  Brighton Road (Stop A)
51073	490001020S	Belmont, Belmont Stn  Brighton Road (Stop B)
91379	490000288E	Creekmouth, Estuary Close (Stop S)
91447	490000288Z	Clapham Common, Omnibus Clapham (->S)
91380	490000289S	Creekmouth, Rivergate Centre (Stop V)
91381	490000290E	Brentford, Great West Quarter (Stop BY)
91456	490000297E	Hackney Wick, White Post Lane (Stop D)
52672	490001063F	Chingford, Chingford Station (Stop F)
74520	490001064B	Chislehurst, Chislehurst (Stop B)
77004	490001065A	Chiswick, Chiswick (Stop A)
58711	490001065B	Chiswick, Chiswick (Stop B)
74390	490001065C	Chiswick, Chiswick (Stop C)
91355	490001067N	City of London, City Thameslink (->NW)
75771	490001067Q	City of London, City Thameslink (Stop HL)
76337	490001060B	Chelsfield, Chelsfield (Stop B)
47625	490001061S	Chessington, Chessington North (Stop S)
57253	490001033S	Brimsdown, Brimsdown (Stop K)
55956	490001036D	Bromley, Bromley North (Stop D)
58566	490001036E	Bromley, Bromley North (Stop E)
50876	490001036N	Bromley, Bromley North (->N)
55154	490001037A	Bromley, Bromley South Station (Stop A)
56873	490001037W	Bromley, Bromley South Station (Stop B)
52891	490001037X	Bromley, Bromley South Station (Stop Y)
74490	490001037Z	Bromley, Bromley South Station (Stop Z)
91336	490000283N	Worcester Park, Brabham Court (->N)
56913	490000278N	Derry Downs, Somerden Road (->N)
57524	490000281W	Dagenham East, Reede Road Dagenham East (->S)
54541	490000263E	West Hampstead, Broadhurst Gardens (Stop C)
73540	490000263S	West Hampstead, West Hampstead Underground Station (Stop W)
76285	490000265A	West Kensington, West Kensington (Stop S)
51668	490000265B	West Kensington, West Kensington (Stop T)
91532	490000266G	Westminster, Westminster Station  Parliament Square (Stop G)
58732	490000267A	West Ruislip, West Ruislip (Stop S)
58975	490000267B	West Ruislip, West Ruislip (Stop M)
74801	490000268C	Whitechapel, Whitechapel Station (Stop C)
57698	490001062W	Chessington, Chessington South (Stop B)
95274	490000436Z	Cudham, Cudham Recreation Ground (->S)
95280	490000439Z	Hazelwood, Hazelwood (->S)
92180	490000445Z	Hackney Wick, Hackney Marshes Playing Fields (->E)
92181	490000445Y	Hackney Wick, Hackney Marshes Playing Fields (->W)
95287	490000449Z	Longlands, Bedford Road (Stop)
95286	490000449Y	Longlands, Bedford Road (Stop)
95273	490000439Y	Hazelwood, Hazelwood (->N)
47268	490001058E	Charlton, Charlton Station  Woolwich Rd (Stop E)
75434	490001058F	Charlton, Charlton Station  Woolwich Rd (Stop F)
73169	490001058H	Charlton, Charlton Stn  Charlton Church La (Stop H)
47344	490001058J	Charlton, Charlton Stn  Charlton Church La (Stop J)
48674	490001060A	Chelsfield, Chelsfield (Stop A)
